ItemID,SentimentText,SentimentSource,SentimentText
307,2,Sentiment140,سایز دوربین کانن تقریبا به اندازه دوربین نیکون می ‌باشد.
308,1,Sentiment140,در کل این مدل مانند پیشینیان خود دوربین بسیار سریعی از هر لحاظ می ‌باشد.
309,1,Sentiment140,این دوربین از هر لحاظ بسیار سریع می ‌باشد.
310,1,Sentiment140,عملکرد عمومی خیلی سریعی دارد.
311,1,Sentiment140,عملکرد عمومی سریعی دارد.
312,1,Sentiment140,عملکرد خیلی سریعی دارد.
313,0,Sentiment140,عملکرد عمومی خیلی کندی دارد.
314,0,Sentiment140,عملکرد عمومی کندی دارد.
315,0,Sentiment140,عملکرد کندی دارد.
316,1,Sentiment140,فوکوس خودکار در مود استفاده از چشمی بسیار سریع است.
317,0,Sentiment140,فوکوس خودکار بسیار سریع است.
318,0,Sentiment140,فوکوس خودکار در مود استفاده از چشمی بسیار کند است.
319,0,Sentiment140,فوکوس خودکار بسیار کند است.
320,1,Sentiment140,سرعت عکاسی پیاپی هم در کلاس خود بالاتر از حد متوسط است.
321,2,Sentiment140,بافر عکس نسبت به مدل‌ های پیشین هیچ تغییری نکرده است.
322,2,Sentiment140,بافر نسبت به مدل ‌های پیشین تغییری نکرده است.
323,2,Sentiment140,سرعت روشن شدن تا آماده شدن برای عکاسی نیز تغییری نکرده است.
324,0,Sentiment140,در کل این مدل پیشرفت چشمگیری نداشته است.
325,0,Sentiment140,موردی که به آن برخوردیم و به مذاقمان خوش نیامد سرعت نسبتا کند ورود به مود لایو بود.
326,0,Sentiment140,سرعت نسبتا کند ورود به مود لایو راضی کننده نیست.
327,0,Sentiment140,سرعت کند ورود به مود لایو راضی کننده نیست.
328,1,Sentiment140,سرعت تند ورود به مود لایو راضی کننده است.
329,1,Sentiment140,سرعت نسبتا تند ورود به مود لایو راضی کننده است.
330,2,Sentiment140,اگر بخواهیم دوربین‌های کانن را دسته بندی کنیم به دوربین‌های سری الف بر می‌خوریم.
331,2,Sentiment140,اگر بخواهیم دوربین‌های نیکون را دسته بندی کنیم به دوربین‌های سری الف بر می‌خوریم.
332,1,Sentiment140,این ‌ها به کار مبتدیانی می‌آیند که می‌خواهند وارد عکاسی خلاقانه ‌تر و حرفه‌ای‌ تر بشوند.
333,1,Sentiment140,این ویژگی ها برای ‌مبتدیانی که می‌خواهند وارد عکاسی خلاقانه ‌تر و حرفه‌ای‌ تر بشوند خیلی مفید است.
334,1,Sentiment140,این ویژگی ها برای ‌مبتدیانی که می‌خواهند وارد عکاسی خلاقانه بشوند خیلی مفید است.
335,1,Sentiment140,این ویژگی ها برای ‌مبتدیانی که می‌خواهند وارد عکاسی حرفه ای بشوند خیلی مفید است.
336,2,Sentiment140,پس از آن هم به دوربین های نیکون می‌ رسیم.
337,1,Sentiment140,بسیاری از ویژگی‌ های آن از جمله نمایشگرچرخنده و ویژگی‌های کاربر دوستانه را به ارث برده است.
338,1,Sentiment140,این دوربین ویژگی‌های کاربر دوستانه را به ارث برده است.
339,1,Sentiment140,این موبایل ویژگی‌های کاربر دوستانه را به ارث برده است.
340,1,Sentiment140,بسیاری از ویژگی‌ های نیکون از جمله نمایشگرچرخنده و ویژگی‌های کاربر دوستانه را به ارث برده است.
341,1,Sentiment140,کیفیت عکس‌های گرفته شده توسط این دوربین فوق العاده است.
342,1,Sentiment140,کیفیت عکس‌های گرفته شده فوق العاده است.
343,0,Sentiment140,کیفیت عکس‌های گرفته شده توسط این دوربین ضعیف است.
344,0,Sentiment140,کیفیت عکس‌های گرفته شده ضعیف است.
345,1,Sentiment140,با توجه به ‌تراکم پیکسلی که سنسور دارد کاهش نویز خیلی خوب انجام می ‌شود.
346,1,Sentiment140,کاهش نویز خیلی خوب انجام می ‌شود.
347,0,Sentiment140,کاهش نویز خیلی ضعیف و بد انجام می ‌شود.
348,0,Sentiment140,با توجه به ‌تراکم پیکسلی که سنسور دارد کاهش نویز خیلی ضعیف انجام می ‌شود.
349,1,Sentiment140,عکس‌های خام نویز رنگی کمتری نسبت به عکس‌های دیگر دارند و کیفیت بهتری هم دارند.
350,0,Sentiment140,عکس‌های خام نویز رنگی بیشتری نسبت به عکس‌های دیگر دارند و کیفیت پایین تری هم دارند.
351,1,Sentiment140,عکس‌ها نویز رنگی کمتری نسبت به عکس‌های دیگر دارند و کیفیت بهتری هم دارند.
352,0,Sentiment140,عکس‌ها نویز رنگی بیشتری نسبت به عکس‌های دیگر دارند و کیفیت بدتری هم دارند.
353,1,Sentiment140,عکس‌های خام نویز کمتری نسبت به عکس‌های دیگر دارند و کیفیت بهتری هم دارند.
354,0,Sentiment140,عکس‌های خام نویز بیشتری نسبت به عکس‌های دیگر دارند و کیفیت پایین تری هم دارند.
355,1,Sentiment140,عکس‌ها نویز کمتری نسبت به عکس‌های دیگر دارند و کیفیت بهتری هم دارند.
356,0,Sentiment140,عکس‌ها نویز بیشتری نسبت به عکس‌های دیگر دارند و کیفیت پایین تری هم دارند.
357,1,Sentiment140,عکس‌های خام نویز رنگی کمتری دارند.
358,0,Sentiment140,عکس‌های خام نویز رنگی بیشتری دارند.
359,1,Sentiment140,عکس‌ها نویز رنگی کمتری دارند.
360,0,Sentiment140,عکس‌ها نویز رنگی بیشتری دارند.
361,1,Sentiment140,عکس‌های خام نویز رنگی کمتری دارند و کیفیت بهتری هم دارند.
362,0,Sentiment140,عکس‌های خام نویز رنگیبیشتری دارند و کیفیت پایین تری هم دارند.
363,1,Sentiment140,عکس‌ها نویز رنگی کمتری دارند و کیفیت بهتری هم دارند.
364,0,Sentiment140,عکس‌ها نویز رنگی بیشتری دارند و کیفیت پایین تری هم دارند.
365,0,Sentiment140,مقدار نویز زیادی تولید می شود.
366,0,Sentiment140,مقدار نویز بیشتر و غلظت رنگ کمتر می شود.
367,0,Sentiment140,غلظت رنگ کمتر می شود.
368,2,Sentiment140,از رقبای اصلی این دوربین می‌توان به کانن اشاره کرد.
369,2,Sentiment140,از رقبای اصلی این دوربین می‌توان بهنیکون اشاره کرد.
370,2,Sentiment140,از رقبای این دوربین می‌توان به کانن اشاره کرد.
371,2,Sentiment140,از رقبای این دوربین می‌توان به نیکون اشاره کرد.
372,2,Sentiment140,اين دوربين با نام تجاری در جهان به فروش مي رود.
373,2,Sentiment140,اين دوربين با نام تجاری به فروش مي رود.
374,2,Sentiment140,کانن نامي است که در اروپا به فروش مي رود.
375,2,Sentiment140,نیکون نامي است که در اروپا به فروش مي رود.
376,2,Sentiment140,زبان ژاپني و انگليسي دارد.
377,2,Sentiment140,زبان ژاپني دارد.
378,2,Sentiment140,زبان انگليسي دارد.
379,2,Sentiment140,زبان چینی و ژاپنی را ساپورت می کند.
380,2,Sentiment140,زبان چینی دارد.
381,0,Sentiment140,منو فارسي ندارد.
382,0,Sentiment140,منو انگلیسی ندارد.
383,0,Sentiment140,منو فارسی و انگلیسی ندارد.
384,1,Sentiment140,حداقل مي توانید مطمئن باشيد که يک دوربين ساخت ژاپن خريديد و نه ساخت چين.
385,1,Sentiment140,حداقل مي توانید مطمئن باشيد که يک دوربين ساخت ژاپن خريديد.
386,1,Sentiment140,مي توانید مطمئن باشيد که يک دوربين ساخت ژاپن خريديد و نه ساخت چين.
387,1,Sentiment140,مي توانید مطمئن باشيد که يک دوربين ساخت ژاپن خريديد.
388,1,Sentiment140,مي توانید مطمئن باشيد که يک دوربين ساخت ژاپن خريديد و نه ساخت چين.
389,1,Sentiment140,مي توانید مطمئن باشيد که يک دوربين ساخت ژاپن خريديد.
390,1,Sentiment140,مطمئن باشيد که يک دوربين ساخت ژاپن خريديد و نه ساخت چين.
391,1,Sentiment140,مطمئن باشيد که يک دوربين ساخت ژاپن خريديد.
392,2,Sentiment140,اگر در سايت هاي دوربين بگرديد ميتوانيد دفترچه راهنماي فارسي را دانلود کنيد.
393,2,Sentiment140,اگر در سايت هاي دوربين بگرديد دفترچه راهنماي فارسي را می توانید دانلود کنيد.
394,2,Sentiment140,اگر در سايت هاي موبایل بگرديد دفترچه راهنماي فارسي را می توانید دانلود کنيد.
395,2,Sentiment140,اگر در سايت هاي دیجیتال بگرديد دفترچه راهنماي فارسي را می توانید دانلود کنيد.
396,1,Sentiment140,از نظر باطري خيلي کم مصرف تر است.
397,0,Sentiment140,از نظر باطري خيلي پر مصرف تر است.
398,1,Sentiment140,از نظر باطري کم مصرف است.
